"collectionCode","catalogNumber","verbatimContinent","Continent","verbatimWaterBody","Waterbody"
"Fish","181291","Pacific Ocean","Asia",,
"Fish","178855","Pacific Ocean","Asia",,
"Fish","178801","Pacific Ocean","Asia",,
"Fish","178853","Pacific Ocean","Asia",,
"Fish","178908","Pacific Ocean","Asia",,
"Fish","178861","Pacific Ocean","Asia",,
"Fish","178848","Pacific Ocean","Asia",,
"Fish","178851","Pacific Ocean","Asia",,
"Fish","178847","Pacific Ocean","Asia",,
"Fish","178843","Pacific Ocean","Asia",,
"Fish","173123","Pacific Ocean","Asia",,
"Fish","172822","Pacific Ocean","Asia",,
"Fish","173128","Pacific Ocean","Asia",,
"Fish","173125","Pacific Ocean","Asia",,
"Fish","173121","Pacific Ocean","Asia",,
"Fish","173127","Pacific Ocean","Asia",,
"Fish","173129","Pacific Ocean","Asia",,
"Fish","178845","Pacific Ocean","Asia",,
"Fish","173124","Pacific Ocean","Asia",,
"Fish","173113","Pacific Ocean","Asia",,
"Fish","178805","Pacific Ocean","Asia",,
"Fish","178802","Pacific Ocean","Asia",,
"Fish","178804","Pacific Ocean","Asia",,
"Fish","178800","Pacific Ocean","Asia",,
"Fish","178798","Pacific Ocean","Asia",,
"Fish","178797","Pacific Ocean","Asia",,
"Fish","173122","Pacific Ocean","Asia",,
"Fish","173103","Pacific Ocean","Asia",,
"Fish","178448","Pacific Ocean","Asia",,
"Fish","173084","Pacific Ocean","Asia",,
"Fish","173086","Pacific Ocean","Asia",,
"Fish","173087","Pacific Ocean","Asia",,
"Fish","173102","Pacific Ocean","Asia",,
"Fish","178444","Pacific Ocean","Asia",,
"Fish","173104","Pacific Ocean","Asia",,
"Fish","181302","Pacific Ocean","Asia",,
"Fish","173099","Pacific Ocean","Asia",,
"Fish","173100","Pacific Ocean","Asia",,
"Fish","173101","Pacific Ocean","Asia",,
"Fish","178689","Pacific Ocean","Asia",,
"Fish","178690","Pacific Ocean","Asia",,
"Fish","178421","Pacific Ocean","Asia",,
"Fish","173105","Pacific Ocean","Asia",,
"Fish","181299","Pacific Ocean","Asia",,
"Fish","178765","Pacific Ocean","Asia",,
"Fish","173012","Pacific Ocean","Asia",,
"Fish","180228","Pacific Ocean","Asia",,
"Fish","178757","Pacific Ocean","Asia",,
"Fish","178753","Pacific Ocean","Asia",,
"Fish","181293","Pacific Ocean","Asia",,
"Fish","178447","Pacific Ocean","Asia",,
"Fish","181295","Pacific Ocean","Asia",,
"Fish","181296","Pacific Ocean","Asia",,
"Fish","181298","Pacific Ocean","Asia",,
"Fish","181301","Pacific Ocean","Asia",,
"Fish","181297","Pacific Ocean","Asia",,
"Fish","181292","Pacific Ocean","Asia",,
"Fish","181300","Pacific Ocean","Asia",,
"Fish","178419","Pacific Ocean","Asia",,
"Fish","181294","Pacific Ocean","Asia",,
"Fish","173108","Pacific Ocean","Asia",,
"Fish","178424","Pacific Ocean","Asia",,
"Fish","178431","Pacific Ocean","Asia",,
"Fish","178433","Pacific Ocean","Asia",,
"Fish","173107","Pacific Ocean","Asia",,
"Fish","173106","Pacific Ocean","Asia",,
"Fish","173116","Pacific Ocean","Asia",,
"Fish","178436","Pacific Ocean","Asia",,
"Fish","173118","Pacific Ocean","Asia",,
"Fish","178435","Pacific Ocean","Asia",,
"Fish","173071","Pacific Ocean","Asia",,
"Fish","173076","Pacific Ocean","Asia",,
"Fish","173068","Pacific Ocean","Asia",,
"Fish","173069","Pacific Ocean","Asia",,
"Fish","172823","Pacific Ocean","Asia",,
"Fish","172820","Pacific Ocean","Asia",,
"Fish","173110","Pacific Ocean","Asia",,
"Fish","178434","Pacific Ocean","Asia",,
"Fish","178850","Pacific Ocean","Asia",,
"Fish","178422","Pacific Ocean","Asia",,
"Fish","178423","Pacific Ocean","Asia",,
"Fish","178417","Pacific Ocean","Asia",,
"Fish","178414","Pacific Ocean","Asia",,
"Fish","178416","Pacific Ocean","Asia",,
"Fish","178432","Pacific Ocean","Asia",,
"Fish","178418","Pacific Ocean","Asia",,
"Fish","178420","Pacific Ocean","Asia",,
"Fish","178438","Pacific Ocean","Asia",,
"Fish","178437","Pacific Ocean","Asia",,
"Fish","178440","Pacific Ocean","Asia",,
"Fish","178442","Pacific Ocean","Asia",,
"Fish","178441","Pacific Ocean","Asia",,
"Fish","178439","Pacific Ocean","Asia",,
"Fish","178415","Pacific Ocean","Asia",,
"Fish","178776","Pacific Ocean","Asia",,
"Fish","178786","Pacific Ocean","Asia",,
"Fish","178789","Pacific Ocean","Asia",,
"Fish","178788","Pacific Ocean","Asia",,
"Fish","178780","Pacific Ocean","Asia",,
"Fish","178787","Pacific Ocean","Asia",,
"Fish","178849","Pacific Ocean","Asia",,
"Fish","178775","Pacific Ocean","Asia",,
"Fish","178781","Pacific Ocean","Asia",,
"Fish","178427","Pacific Ocean","Asia",,
"Fish","178429","Pacific Ocean","Asia",,
"Fish","178430","Pacific Ocean","Asia",,
"Fish","178428","Pacific Ocean","Asia",,
"Fish","178426","Pacific Ocean","Asia",,
"Fish","178425","Pacific Ocean","Asia",,
"Fish","178792","Pacific Ocean","Asia",,
"Fish","178783","Pacific Ocean","Asia",,
"Fish","178528","Pacific Ocean","Asia",,
"Fish","178524","Pacific Ocean","Asia",,
"Fish","178523","Pacific Ocean","Asia",,
"Fish","173138","Pacific Ocean","Asia",,
"Fish","173137","Pacific Ocean","Asia",,
"Fish","173139","Pacific Ocean","Asia",,
"Fish","178779","Pacific Ocean","Asia",,
"Fish","178778","Pacific Ocean","Asia",,
"Fish","178772","Pacific Ocean","Asia",,
"Fish","178782","Pacific Ocean","Asia",,
"Fish","178784","Pacific Ocean","Asia",,
"Fish","178785","Pacific Ocean","Asia",,
"Fish","178774","Pacific Ocean","Asia",,
"Fish","178777","Pacific Ocean","Asia",,
"Fish","178464","Pacific Ocean","Asia",,
"Fish","178771","Pacific Ocean","Asia",,
"Fish","178544","Pacific Ocean","Asia",,
"Fish","178465","Pacific Ocean","Asia",,
"Fish","178473","Pacific Ocean","Asia",,
"Fish","178472","Pacific Ocean","Asia",,
"Fish","178486","Pacific Ocean","Asia",,
"Fish","178475","Pacific Ocean","Asia",,
"Fish","178463","Pacific Ocean","Asia",,
"Fish","178470","Pacific Ocean","Asia",,
"Fish","178535","Pacific Ocean","Asia",,
"Fish","178481","Pacific Ocean","Asia",,
"Fish","178694","Pacific Ocean","Asia",,
"Fish","178693","Pacific Ocean","Asia",,
"Fish","178692","Pacific Ocean","Asia",,
"Fish","178691","Pacific Ocean","Asia",,
"Fish","178548","Pacific Ocean","Asia",,
"Fish","178542","Pacific Ocean","Asia",,
"Fish","178549","Pacific Ocean","Asia",,
"Fish","178484","Pacific Ocean","Asia",,
"Fish","178526","Pacific Ocean","Asia",,
"Fish","178467","Pacific Ocean","Asia",,
"Fish","178468","Pacific Ocean","Asia",,
"Fish","178477","Pacific Ocean","Asia",,
"Fish","178482","Pacific Ocean","Asia",,
"Fish","178480","Pacific Ocean","Asia",,
"Fish","178478","Pacific Ocean","Asia",,
"Fish","178474","Pacific Ocean","Asia",,
"Fish","178476","Pacific Ocean","Asia",,
"Fish","178483","Pacific Ocean","Asia",,
"Fish","178485","Pacific Ocean","Asia",,
"Fish","178487","Pacific Ocean","Asia",,
"Fish","178469","Pacific Ocean","Asia",,
"Fish","178466","Pacific Ocean","Asia",,
"Fish","178471","Pacific Ocean","Asia",,
"Fish","178479","Pacific Ocean","Asia",,
"Fish","178462","Pacific Ocean","Asia",,
"Fish","178461","Pacific Ocean","Asia",,
"Fish","180200","Pacific Ocean","Asia",,
"Fish","180203","Pacific Ocean","Asia",,
"Fish","180201","Pacific Ocean","Asia",,
"Fish","180202","Pacific Ocean","Asia",,
"Fish","180198","Pacific Ocean","Asia",,
"Fish","178748","Pacific Ocean","Asia",,
"Fish","178456","Pacific Ocean","Asia",,
"Fish","178736","Pacific Ocean","Asia",,
"Fish","178460","Pacific Ocean","Asia",,
"Fish","178453","Pacific Ocean","Asia",,
"Fish","178454","Pacific Ocean","Asia",,
"Fish","178455","Pacific Ocean","Asia",,
"Fish","178459","Pacific Ocean","Asia",,
"Fish","178521","Pacific Ocean","Asia",,
"Fish","180199","Pacific Ocean","Asia",,
"Fish","178745","Pacific Ocean","Asia",,
"Fish","178538","Pacific Ocean","Asia",,
"Fish","178846","Pacific Ocean","Asia",,
"Fish","178743","Pacific Ocean","Asia",,
"Fish","178750","Pacific Ocean","Asia",,
"Fish","178737","Pacific Ocean","Asia",,
"Fish","178741","Pacific Ocean","Asia",,
"Fish","178747","Pacific Ocean","Asia",,
"Fish","178740","Pacific Ocean","Asia",,
"Fish","178458","Pacific Ocean","Asia",,
"Fish","178749","Pacific Ocean","Asia",,
"Fish","178738","Pacific Ocean","Asia",,
"Fish","178739","Pacific Ocean","Asia",,
"Fish","178735","Pacific Ocean","Asia",,
"Fish","178742","Pacific Ocean","Asia",,
"Fish","178746","Pacific Ocean","Asia",,
"Fish","178744","Pacific Ocean","Asia",,
"Fish","178494","Pacific Ocean","Asia",,
"Fish","178457","Pacific Ocean","Asia",,
"Fish","178503","Pacific Ocean","Asia",,
"Fish","178498","Pacific Ocean","Asia",,
"Fish","178499","Pacific Ocean","Asia",,
"Fish","178509","Pacific Ocean","Asia",,
"Fish","178496","Pacific Ocean","Asia",,
"Fish","178505","Pacific Ocean","Asia",,
"Fish","178488","Pacific Ocean","Asia",,
"Fish","178492","Pacific Ocean","Asia",,
"Fish","178510","Pacific Ocean","Asia",,
"Fish","178519","Pacific Ocean","Asia",,
"Fish","178527","Pacific Ocean","Asia",,
"Fish","178520","Pacific Ocean","Asia",,
"Fish","178522","Pacific Ocean","Asia",,
"Fish","178860","Pacific Ocean","Asia",,
"Fish","178495","Pacific Ocean","Asia",,
"Fish","178512","Pacific Ocean","Asia",,
"Fish","178451","Pacific Ocean","Asia",,
"Fish","178452","Pacific Ocean","Asia",,
"Fish","178511","Pacific Ocean","Asia",,
"Fish","178506","Pacific Ocean","Asia",,
"Fish","178507","Pacific Ocean","Asia",,
"Fish","178504","Pacific Ocean","Asia",,
"Fish","178497","Pacific Ocean","Asia",,
"Fish","178500","Pacific Ocean","Asia",,
"Fish","178525","Pacific Ocean","Asia",,
"Fish","178489","Pacific Ocean","Asia",,
"Fish","178502","Pacific Ocean","Asia",,
"Fish","178490","Pacific Ocean","Asia",,
"Fish","178493","Pacific Ocean","Asia",,
"Fish","178501","Pacific Ocean","Asia",,
"Fish","178508","Pacific Ocean","Asia",,
"Fish","178491","Pacific Ocean","Asia",,
"Fish","171090","Pacific Ocean","Asia",,
"Fish","173036","Pacific Ocean","Asia",,
"Fish","173031","Pacific Ocean","Asia",,
"Fish","173028","Pacific Ocean","Asia",,
"Fish","173025","Pacific Ocean","Asia",,
"Fish","173037","Pacific Ocean","Asia",,
"Fish","171086","Pacific Ocean","Asia",,
"Fish","173032","Pacific Ocean","Asia",,
"Fish","173029","Pacific Ocean","Asia",,
"Fish","171089","Pacific Ocean","Asia",,
"Fish","173043","Pacific Ocean","Asia",,
"Fish","173044","Pacific Ocean","Asia",,
"Fish","173041","Pacific Ocean","Asia",,
"Fish","173038","Pacific Ocean","Asia",,
"Fish","173039","Pacific Ocean","Asia",,
"Fish","173030","Pacific Ocean","Asia",,
"Fish","173024","Pacific Ocean","Asia",,
"Fish","171076","Pacific Ocean","Asia",,
"Fish","171085","Pacific Ocean","Asia",,
"Fish","171083","Pacific Ocean","Asia",,
"Fish","171088","Pacific Ocean","Asia",,
"Fish","173022","Pacific Ocean","Asia",,
"Fish","173020","Pacific Ocean","Asia",,
"Fish","173034","Pacific Ocean","Asia",,
"Fish","173021","Pacific Ocean","Asia",,
"Fish","173026","Pacific Ocean","Asia",,
"Fish","173016","Pacific Ocean","Asia",,
"Fish","173019","Pacific Ocean","Asia",,
"Fish","173018","Pacific Ocean","Asia",,
"Fish","173017","Pacific Ocean","Asia",,
"Fish","173033","Pacific Ocean","Asia",,
"Fish","173040","Pacific Ocean","Asia",,
"Fish","173023","Pacific Ocean","Asia",,
"Fish","178650","Pacific Ocean","Asia",,
"Fish","173045","Pacific Ocean","Asia",,
"Fish","178604","Pacific Ocean","Asia",,
"Fish","178603","Pacific Ocean","Asia",,
"Fish","178596","Pacific Ocean","Asia",,
"Fish","178598","Pacific Ocean","Asia",,
"Fish","178602","Pacific Ocean","Asia",,
"Fish","178609","Pacific Ocean","Asia",,
"Fish","178606","Pacific Ocean","Asia",,
"Fish","178605","Pacific Ocean","Asia",,
"Fish","178638","Pacific Ocean","Asia",,
"Fish","178644","Pacific Ocean","Asia",,
"Fish","178626","Pacific Ocean","Asia",,
"Fish","178639","Pacific Ocean","Asia",,
"Fish","178636","Pacific Ocean","Asia",,
"Fish","178630","Pacific Ocean","Asia",,
"Fish","178601","Pacific Ocean","Asia",,
"Fish","173047","Pacific Ocean","Asia",,
"Fish","171084","Pacific Ocean","Asia",,
"Fish","173052","Pacific Ocean","Asia",,
"Fish","173054","Pacific Ocean","Asia",,
"Fish","173048","Pacific Ocean","Asia",,
"Fish","173046","Pacific Ocean","Asia",,
"Fish","173053","Pacific Ocean","Asia",,
"Fish","178608","Pacific Ocean","Asia",,
"Fish","173051","Pacific Ocean","Asia",,
"Fish","173042","Pacific Ocean","Asia",,
"Fish","173050","Pacific Ocean","Asia",,
"Fish","178600","Pacific Ocean","Asia",,
"Fish","178597","Pacific Ocean","Asia",,
"Fish","178599","Pacific Ocean","Asia",,
"Fish","178595","Pacific Ocean","Asia",,
"Fish","178607","Pacific Ocean","Asia",,
"Fish","173049","Pacific Ocean","Asia",,
"Fish","173013","Pacific Ocean","Asia",,
"Fish","172999","Pacific Ocean","Asia",,
"Fish","173010","Pacific Ocean","Asia",,
"Fish","173008","Pacific Ocean","Asia",,
"Fish","173009","Pacific Ocean","Asia",,
"Fish","173007","Pacific Ocean","Asia",,
"Fish","171087","Pacific Ocean","Asia",,
"Fish","173014","Pacific Ocean","Asia",,
"Fish","172996","Pacific Ocean","Asia",,
"Fish","173011","Pacific Ocean","Asia",,
"Fish","172955","Pacific Ocean","Asia",,
"Fish","172950","Pacific Ocean","Asia",,
"Fish","172954","Pacific Ocean","Asia",,
"Fish","172949","Pacific Ocean","Asia",,
"Fish","172952","Pacific Ocean","Asia",,
"Fish","173015","Pacific Ocean","Asia",,
"Fish","173001","Pacific Ocean","Asia",,
"Fish","173006","Pacific Ocean","Asia",,
"Fish","171077","Pacific Ocean","Asia",,
"Fish","171073","Pacific Ocean","Asia",,
"Fish","171082","Pacific Ocean","Asia",,
"Fish","171080","Pacific Ocean","Asia",,
"Fish","171079","Pacific Ocean","Asia",,
"Fish","172998","Pacific Ocean","Asia",,
"Fish","173004","Pacific Ocean","Asia",,
"Fish","172997","Pacific Ocean","Asia",,
"Fish","173000","Pacific Ocean","Asia",,
"Fish","173002","Pacific Ocean","Asia",,
"Fish","173003","Pacific Ocean","Asia",,
"Fish","173005","Pacific Ocean","Asia",,
"Fish","172995","Pacific Ocean","Asia",,
"Fish","172953","Pacific Ocean","Asia",,
"Fish","171078","Pacific Ocean","Asia",,
"Fish","178593","Pacific Ocean","Asia",,
"Fish","172948","Pacific Ocean","Asia",,
"Fish","178588","Pacific Ocean","Asia",,
"Fish","178580","Pacific Ocean","Asia",,
"Fish","178587","Pacific Ocean","Asia",,
"Fish","178592","Pacific Ocean","Asia",,
"Fish","178576","Pacific Ocean","Asia",,
"Fish","178579","Pacific Ocean","Asia",,
"Fish","178581","Pacific Ocean","Asia",,
"Fish","178577","Pacific Ocean","Asia",,
"Fish","178590","Pacific Ocean","Asia",,
"Fish","178594","Pacific Ocean","Asia",,
"Fish","178591","Pacific Ocean","Asia",,
"Fish","178582","Pacific Ocean","Asia",,
"Fish","178583","Pacific Ocean","Asia",,
"Fish","178585","Pacific Ocean","Asia",,
"Fish","178586","Pacific Ocean","Asia",,
"Fish","172960","Pacific Ocean","Asia",,
"Fish","178649","Pacific Ocean","Asia",,
"Fish","172951","Pacific Ocean","Asia",,
"Fish","172962","Pacific Ocean","Asia",,
"Fish","172963","Pacific Ocean","Asia",,
"Fish","172964","Pacific Ocean","Asia",,
"Fish","172958","Pacific Ocean","Asia",,
"Fish","178578","Pacific Ocean","Asia",,
"Fish","172967","Pacific Ocean","Asia",,
"Fish","172956","Pacific Ocean","Asia",,
"Fish","172959","Pacific Ocean","Asia",,
"Fish","172961","Pacific Ocean","Asia",,
"Fish","172957","Pacific Ocean","Asia",,
"Fish","172965","Pacific Ocean","Asia",,
"Fish","178584","Pacific Ocean","Asia",,
"Fish","178589","Pacific Ocean","Asia",,
"Fish","172966","Pacific Ocean","Asia",,
"Fish","172863","Pacific Ocean","Asia",,
"Fish","178670","Pacific Ocean","Asia",,
"Fish","178657","Pacific Ocean","Asia",,
"Fish","178659","Pacific Ocean","Asia",,
"Fish","178661","Pacific Ocean","Asia",,
"Fish","172851","Pacific Ocean","Asia",,
"Fish","178640","Pacific Ocean","Asia",,
"Fish","172859","Pacific Ocean","Asia",,
"Fish","178679","Pacific Ocean","Asia",,
"Fish","172861","Pacific Ocean","Asia",,
"Fish","172856","Pacific Ocean","Asia",,
"Fish","172854","Pacific Ocean","Asia",,
"Fish","172853","Pacific Ocean","Asia",,
"Fish","172855","Pacific Ocean","Asia",,
"Fish","172850","Pacific Ocean","Asia",,
"Fish","172860","Pacific Ocean","Asia",,
"Fish","178678","Pacific Ocean","Asia",,
"Fish","178673","Pacific Ocean","Asia",,
"Fish","178652","Pacific Ocean","Asia",,
"Fish","178653","Pacific Ocean","Asia",,
"Fish","178667","Pacific Ocean","Asia",,
"Fish","178665","Pacific Ocean","Asia",,
"Fish","178664","Pacific Ocean","Asia",,
"Fish","178668","Pacific Ocean","Asia",,
"Fish","178651","Pacific Ocean","Asia",,
"Fish","178662","Pacific Ocean","Asia",,
"Fish","178656","Pacific Ocean","Asia",,
"Fish","178675","Pacific Ocean","Asia",,
"Fish","178663","Pacific Ocean","Asia",,
"Fish","178666","Pacific Ocean","Asia",,
"Fish","178672","Pacific Ocean","Asia",,
"Fish","172852","Pacific Ocean","Asia",,
"Fish","178655","Pacific Ocean","Asia",,
"Fish","172882","Pacific Ocean","Asia",,
"Fish","172862","Pacific Ocean","Asia",,
"Fish","170942","Pacific Ocean","Asia",,
"Fish","170943","Pacific Ocean","Asia",,
"Fish","170941","Pacific Ocean","Asia",,
"Fish","172883","Pacific Ocean","Asia",,
"Fish","172881","Pacific Ocean","Asia",,
"Fish","172875","Pacific Ocean","Asia",,
"Fish","172885","Pacific Ocean","Asia",,
"Fish","172872","Pacific Ocean","Asia",,
"Fish","172880","Pacific Ocean","Asia",,
"Fish","172886","Pacific Ocean","Asia",,
"Fish","170857","Pacific Ocean","Asia",,
"Fish","170854","Pacific Ocean","Asia",,
"Fish","170856","Pacific Ocean","Asia",,
"Fish","178759","Pacific Ocean","Asia",,
"Fish","172884","Pacific Ocean","Asia",,
"Fish","172870","Pacific Ocean","Asia",,
"Fish","178676","Pacific Ocean","Asia",,
"Fish","172858","Pacific Ocean","Asia",,
"Fish","172865","Pacific Ocean","Asia",,
"Fish","172864","Pacific Ocean","Asia",,
"Fish","172866","Pacific Ocean","Asia",,
"Fish","172867","Pacific Ocean","Asia",,
"Fish","172873","Pacific Ocean","Asia",,
"Fish","172868","Pacific Ocean","Asia",,
"Fish","172857","Pacific Ocean","Asia",,
"Fish","172871","Pacific Ocean","Asia",,
"Fish","172877","Pacific Ocean","Asia",,
"Fish","172876","Pacific Ocean","Asia",,
"Fish","172874","Pacific Ocean","Asia",,
"Fish","172879","Pacific Ocean","Asia",,
"Fish","172878","Pacific Ocean","Asia",,
"Fish","172869","Pacific Ocean","Asia",,
"Fish","172846","Pacific Ocean","Asia",,
"Fish","172970","Pacific Ocean","Asia",,
"Fish","172840","Pacific Ocean","Asia",,
"Fish","172827","Pacific Ocean","Asia",,
"Fish","172828","Pacific Ocean","Asia",,
"Fish","172839","Pacific Ocean","Asia",,
"Fish","172830","Pacific Ocean","Asia",,
"Fish","172835","Pacific Ocean","Asia",,
"Fish","172847","Pacific Ocean","Asia",,
"Fish","172837","Pacific Ocean","Asia",,
"Fish","172848","Pacific Ocean","Asia",,
"Fish","172849","Pacific Ocean","Asia",,
"Fish","172843","Pacific Ocean","Asia",,
"Fish","172844","Pacific Ocean","Asia",,
"Fish","172845","Pacific Ocean","Asia",,
"Fish","178654","Pacific Ocean","Asia",,
"Fish","172842","Pacific Ocean","Asia",,
"Fish","172832","Pacific Ocean","Asia",,
"Fish","171074","Pacific Ocean","Asia",,
"Fish","178645","Pacific Ocean","Asia",,
"Fish","178634","Pacific Ocean","Asia",,
"Fish","178633","Pacific Ocean","Asia",,
"Fish","178646","Pacific Ocean","Asia",,
"Fish","178647","Pacific Ocean","Asia",,
"Fish","172834","Pacific Ocean","Asia",,
"Fish","178631","Pacific Ocean","Asia",,
"Fish","172968","Pacific Ocean","Asia",,
"Fish","172829","Pacific Ocean","Asia",,
"Fish","172841","Pacific Ocean","Asia",,
"Fish","172831","Pacific Ocean","Asia",,
"Fish","172836","Pacific Ocean","Asia",,
"Fish","172833","Pacific Ocean","Asia",,
"Fish","172838","Pacific Ocean","Asia",,
"Fish","178648","Pacific Ocean","Asia",,
"Fish","178658","Pacific Ocean","Asia",,
"Fish","172969","Pacific Ocean","Asia",,
"Fish","178615","Pacific Ocean","Asia",,
"Fish","178612","Pacific Ocean","Asia",,
"Fish","178622","Pacific Ocean","Asia",,
"Fish","178620","Pacific Ocean","Asia",,
"Fish","178613","Pacific Ocean","Asia",,
"Fish","178621","Pacific Ocean","Asia",,
"Fish","178681","Pacific Ocean","Asia",,
"Fish","178624","Pacific Ocean","Asia",,
"Fish","178671","Pacific Ocean","Asia",,
"Fish","178680","Pacific Ocean","Asia",,
"Fish","178669","Pacific Ocean","Asia",,
"Fish","178677","Pacific Ocean","Asia",,
"Fish","178660","Pacific Ocean","Asia",,
"Fish","178627","Pacific Ocean","Asia",,
"Fish","178614","Pacific Ocean","Asia",,
"Fish","178618","Pacific Ocean","Asia",,
"Fish","172971","Pacific Ocean","Asia",,
"Fish","178572","Pacific Ocean","Asia",,
"Fish","178575","Pacific Ocean","Asia",,
"Fish","178573","Pacific Ocean","Asia",,
"Fish","178574","Pacific Ocean","Asia",,
"Fish","178569","Pacific Ocean","Asia",,
"Fish","178619","Pacific Ocean","Asia",,
"Fish","178571","Pacific Ocean","Asia",,
"Fish","178674","Pacific Ocean","Asia",,
"Fish","178616","Pacific Ocean","Asia",,
"Fish","178625","Pacific Ocean","Asia",,
"Fish","178610","Pacific Ocean","Asia",,
"Fish","178617","Pacific Ocean","Asia",,
"Fish","178623","Pacific Ocean","Asia",,
"Fish","178611","Pacific Ocean","Asia",,
"Fish","178570","Pacific Ocean","Asia",,
"Fish","171014","Pacific Ocean","Asia",,
"Fish","178905","Pacific Ocean","Asia",,
"Fish","178904","Pacific Ocean","Asia",,
"Fish","178903","Pacific Ocean","Asia",,
"Fish","178906","Pacific Ocean","Asia",,
"Fish","178907","Pacific Ocean","Asia",,
"Fish","170992","Pacific Ocean","Asia",,
"Fish","171013","Pacific Ocean","Asia",,
"Fish","178899","Pacific Ocean","Asia",,
"Fish","171004","Pacific Ocean","Asia",,
"Fish","171005","Pacific Ocean","Asia",,
"Fish","171007","Pacific Ocean","Asia",,
"Fish","171015","Pacific Ocean","Asia",,
"Fish","171011","Pacific Ocean","Asia",,
"Fish","171006","Pacific Ocean","Asia",,
"Fish","171003","Pacific Ocean","Asia",,
"Fish","178883","Pacific Ocean","Asia",,
"Fish","171075","Pacific Ocean","Asia",,
"Fish","170991","Pacific Ocean","Asia",,
"Fish","170990","Pacific Ocean","Asia",,
"Fish","170993","Pacific Ocean","Asia",,
"Fish","170995","Pacific Ocean","Asia",,
"Fish","170998","Pacific Ocean","Asia",,
"Fish","178900","Pacific Ocean","Asia",,
"Fish","178887","Pacific Ocean","Asia",,
"Fish","178902","Pacific Ocean","Asia",,
"Fish","178888","Pacific Ocean","Asia",,
"Fish","178885","Pacific Ocean","Asia",,
"Fish","178884","Pacific Ocean","Asia",,
"Fish","178886","Pacific Ocean","Asia",,
"Fish","178901","Pacific Ocean","Asia",,
"Fish","171036","Pacific Ocean","Asia",,
"Fish","170989","Pacific Ocean","Asia",,
"Fish","171054","Pacific Ocean","Asia",,
"Fish","171001","Pacific Ocean","Asia",,
"Fish","171047","Pacific Ocean","Asia",,
"Fish","171048","Pacific Ocean","Asia",,
"Fish","171041","Pacific Ocean","Asia",,
"Fish","171040","Pacific Ocean","Asia",,
"Fish","171059","Pacific Ocean","Asia",,
"Fish","171044","Pacific Ocean","Asia",,
"Fish","171051","Pacific Ocean","Asia",,
"Fish","171046","Pacific Ocean","Asia",,
"Fish","171056","Pacific Ocean","Asia",,
"Fish","171058","Pacific Ocean","Asia",,
"Fish","171057","Pacific Ocean","Asia",,
"Fish","171053","Pacific Ocean","Asia",,
"Fish","171052","Pacific Ocean","Asia",,
"Fish","172743","Pacific Ocean","Asia",,
"Fish","171055","Pacific Ocean","Asia",,
"Fish","171029","Pacific Ocean","Asia",,
"Fish","170994","Pacific Ocean","Asia",,
"Fish","171038","Pacific Ocean","Asia",,
"Fish","171033","Pacific Ocean","Asia",,
"Fish","171035","Pacific Ocean","Asia",,
"Fish","171037","Pacific Ocean","Asia",,
"Fish","171025","Pacific Ocean","Asia",,
"Fish","171049","Pacific Ocean","Asia",,
"Fish","171028","Pacific Ocean","Asia",,
"Fish","171027","Pacific Ocean","Asia",,
"Fish","171030","Pacific Ocean","Asia",,
"Fish","171050","Pacific Ocean","Asia",,
"Fish","171045","Pacific Ocean","Asia",,
"Fish","171043","Pacific Ocean","Asia",,
"Fish","171039","Pacific Ocean","Asia",,
"Fish","171042","Pacific Ocean","Asia",,
"Fish","171026","Pacific Ocean","Asia",,
"Fish","180249","Pacific Ocean","Asia",,
"Fish","180236","Pacific Ocean","Asia",,
"Fish","180258","Pacific Ocean","Asia",,
"Fish","180254","Pacific Ocean","Asia",,
"Fish","180252","Pacific Ocean","Asia",,
"Fish","180250","Pacific Ocean","Asia",,
"Fish","170996","Pacific Ocean","Asia",,
"Fish","180253","Pacific Ocean","Asia",,
"Fish","180232","Pacific Ocean","Asia",,
"Fish","180251","Pacific Ocean","Asia",,
"Fish","180257","Pacific Ocean","Asia",,
"Fish","180246","Pacific Ocean","Asia",,
"Fish","180255","Pacific Ocean","Asia",,
"Fish","180244","Pacific Ocean","Asia",,
"Fish","180245","Pacific Ocean","Asia",,
"Fish","180242","Pacific Ocean","Asia",,
"Fish","180235","Pacific Ocean","Asia",,
"Fish","180230","Pacific Ocean","Asia",,
"Fish","180231","Pacific Ocean","Asia",,
"Fish","180222","Pacific Ocean","Asia",,
"Fish","180226","Pacific Ocean","Asia",,
"Fish","180227","Pacific Ocean","Asia",,
"Fish","180223","Pacific Ocean","Asia",,
"Fish","180241","Pacific Ocean","Asia",,
"Fish","180224","Pacific Ocean","Asia",,
"Fish","180234","Pacific Ocean","Asia",,
"Fish","180240","Pacific Ocean","Asia",,
"Fish","180238","Pacific Ocean","Asia",,
"Fish","180237","Pacific Ocean","Asia",,
"Fish","180239","Pacific Ocean","Asia",,
"Fish","180233","Pacific Ocean","Asia",,
"Fish","180248","Pacific Ocean","Asia",,
"Fish","180225","Pacific Ocean","Asia",,
"Fish","170979","Pacific Ocean","Asia",,
"Fish","180243","Pacific Ocean","Asia",,
"Fish","170987","Pacific Ocean","Asia",,
"Fish","170982","Pacific Ocean","Asia",,
"Fish","170985","Pacific Ocean","Asia",,
"Fish","170984","Pacific Ocean","Asia",,
"Fish","170983","Pacific Ocean","Asia",,
"Fish","178824","Pacific Ocean","Asia",,
